"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jan., 2016"	"2016/01"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Feb., 2016"	"2016/02"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Mar., 2016"	"2016/03"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Apr., 2016"	"2016/04"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"May, 2016"	"2016/05"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jun., 2016"	"2016/06"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Sep., 2016"	"2016/09"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Nov., 2016"	"2016/11"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Dec., 2016"	"2016/12"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
