"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jan., 2019"	"2019/01"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Feb., 2019"	"2019/02"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Mar., 2019"	"2019/03"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Apr., 2019"	"2019/04"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"May, 2019"	"2019/05"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jun., 2019"	"2019/06"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Jul., 2019"	"2019/07"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Aug., 2019"	"2019/08"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Oct., 2019"	"2019/10"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Nov., 2019"	"2019/11"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"< 1 year"	"1"	"Dec., 2019"	"2019/12"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Mar., 2019"	"2019/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Jul., 2019"	"2019/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Nov., 2019"	"2019/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"1-4 years"	"1-4"	"Dec., 2019"	"2019/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Mar., 2019"	"2019/03"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Jul., 2019"	"2019/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Nov., 2019"	"2019/11"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"5-14 years"	"5-14"	"Dec., 2019"	"2019/12"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Jan., 2019"	"2019/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"15-24 years"	"15-24"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
